ARTICLE LINK,PUBLISHED DATE (GMT),Date,PUBLISHER,TITLE,Sentiment,Score
https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vaW52ZXN0b3JzLmJha2VyaHVnaGVzLmNvbS9uZXdzLXJlbGVhc2VzL25ld3MtcmVsZWFzZS1kZXRhaWxzL2Jha2VyLWh1Z2hlcy1hbm5vdW5jZXMtc2ltcGxpZmllZC1vcmdhbml6YXRpb24tZW5oYW5jZdIBAA?oc=5,9/6/2022 12:00,9/6/2022,Google News,Baker Hughes Announces Simplified Organization to Enhance Profitability and Position for Growth | Baker Hughes - Baker Hughes,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvc3RvY2tzLW1vdmluZy1tb3N0LXByZW1hcmtldC1iZWQtYmF0aC1kcm9wYm94LXRyYW5zb2NlYW4tYW5kLW1vcmUuaHRtbNIBamh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA5LzA2L3N0b2Nrcy1tb3ZpbmctbW9zdC1wcmVtYXJrZXQtYmVkLWJhdGgtZHJvcGJveC10cmFuc29jZWFuLWFuZC1tb3JlLmh0bWw?oc=5,9/6/2022 12:02,9/6/2022,Google News,"Stocks making the biggest moves premarket: Bed Bath & Beyond, Dropbox, Transocean and more - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vc2ZzdGFuZGFyZC5jb20vYnVzaW5lc3Mvc2FuLWZyYW5jaXNjby1icmFjZXMtZm9yLWVwaWMtY29tbWVyY2lhbC1yZWFsLWVzdGF0ZS1jcmFzaC_SAQA?oc=5,9/6/2022 12:11,9/6/2022,Google News,San Francisco Braces for Epic Commercial Real Estate Crash - The San Francisco Standard,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvbWFueS1wYW5kZW1pYy1ib29tZXJhbmcta2lkcy1zdGlsbC1saXZlLXdpdGgtbW9tLWFuZC1kYWQuaHRtbNIBYWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA5LzA2L21hbnktcGFuZGVtaWMtYm9vbWVyYW5nLWtpZHMtc3RpbGwtbGl2ZS13aXRoLW1vbS1hbmQtZGFkLmh0bWw?oc=5,9/6/2022 12:48,9/6/2022,Google News,67% of pandemic 'boomerang kids' are still living with mom and dad - CNBC,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTA2L2VuZXJneS10cmFkZS1yaXNrcy1jb2xsYXBzaW5nLW92ZXItbWFyZ2luLWNhbGxzLW9mLTEtNS10cmlsbGlvbtIBAA?oc=5,9/6/2022 12:55,9/6/2022,Google News,European Energy Trade Risks Collapsing Over Margin Calls of $1.5 Trillion - Bloomberg,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMidWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS92ZXJpem9uLXJhaXNlcy1kaXZpZGVuZC10by1leHRlbmQtbGVhZC1hcy1oaWdoZXN0LXlpZWxkaW5nLWRvdy1jb21wb25lbnQtMjAyMi0wOS0wNtIBeWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvdmVyaXpvbi1yYWlzZXMtZGl2aWRlbmQtdG8tZXh0ZW5kLWxlYWQtYXMtaGlnaGVzdC15aWVsZGluZy1kb3ctY29tcG9uZW50LTIwMjItMDktMDY?oc=5,9/6/2022 13:11,9/6/2022,Google News,"Verizon raises dividend, to extend lead as highest-yielding Dow component - MarketWatch",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvc2hhcmVzLW9mLXRydW1wLXNwYWMtZmFsbC1hZnRlci1tZXJnZXItZXh0ZW5zaW9uLXZvdGUtZmFpbHMuaHRtbNIBAA?oc=5,9/6/2022 13:35,9/6/2022,Google News,Trump-linked SPAC to resume meeting Thursday as it seeks votes to delay merger with ex-president's firm - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvc2hhcmVzLW9mLXRydW1wLXNwYWMtZmFsbC1hZnRlci1tZXJnZXItZXh0ZW5zaW9uLXZvdGUtZmFpbHMuaHRtbNIBZGh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA5LzA2L3NoYXJlcy1vZi10cnVtcC1zcGFjLWZhbGwtYWZ0ZXItbWVyZ2VyLWV4dGVuc2lvbi12b3RlLWZhaWxzLmh0bWw?oc=5,9/6/2022 13:35,9/6/2022,Google News,Trump-linked SPAC quickly adjourns meeting as it seeks votes to delay merger with ex-president's firm - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMimAFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLWZ1dHVyZXMtcmlzZS1haGVhZC1vZi1lY29ub21pYy1kYXRhLW9pbC1wcmljZXMtZmFsbC1kZXNwaXRlLXN1cnByaXNlLXByb2R1Y3Rpb24tY3V0L9IBAA?oc=5,9/6/2022 14:04,9/6/2022,Google News,Dow Jones Reverses Lower On Weak Data; Oil Prices Rally On Surprise Production Cut - Investor's Business Daily,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9WndwaUNIRXdjUm_SAQA?oc=5,9/6/2022 14:07,9/6/2022,Google News,Bed Bath & Beyond CFO dies by suicide l GMA - Good Morning America,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL2NyZWRpdC1zdWlzc2Utc2VsbHMtaXRzLWdsb2JhbC10cnVzdC1idXNpbmVzcy0yMDIyLTA5LTA2L9IBAA?oc=5,9/6/2022 14:20,9/6/2022,Google News,"Credit Suisse sells trust business, seeking break with past - Reuters",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8wNi9zdWNjZXNzL3JldHVybi10by1vZmZpY2UtaHlicmlkLW1hbmRhdGVzL2luZGV4Lmh0bWzSAVZodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA5LzA2L3N1Y2Nlc3MvcmV0dXJuLXRvLW9mZmljZS1oeWJyaWQtbWFuZGF0ZXMvaW5kZXguaHRtbA?oc=5,9/6/2022 14:25,9/6/2022,Google News,Summer is over. And the battle to get workers back to the office is heating up - CNN,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vZ2l6bW9kby5jb20vYmluYW5jZS1zdGFibGVjb2luLXVzZGMtY3J5cHRvLTE4NDk0OTk2NTLSAUFodHRwczovL2dpem1vZG8uY29tL2JpbmFuY2Utc3RhYmxlY29pbi11c2RjLWNyeXB0by0xODQ5NDk5NjUyL2FtcA?oc=5,9/6/2022 14:30,9/6/2022,Google News,"Binance Will Transform Users' Stablecoins to Its Own Brand of Coin, and They're Not Asking First - Gizmodo",negative,0
https://news.google.com/__i/rss/rd/articles/CBMilwFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3RvcnkvYmlsbC1hY2ttYW4tc2F5cy1zdG9ja3Mtd2lsbC1zb29uLWJlLWEtYnV5LW5vdy10aGF0LXRoZS1mZWQtaXMtZG9pbmctd2hhdC1pdC1oYXMtdG8tZG8tdG8tZmlnaHQtaW5mbGF0aW9uLTExNjYyNDc0ODIz0gGbAWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvYmlsbC1hY2ttYW4tc2F5cy1zdG9ja3Mtd2lsbC1zb29uLWJlLWEtYnV5LW5vdy10aGF0LXRoZS1mZWQtaXMtZG9pbmctd2hhdC1pdC1oYXMtdG8tZG8tdG8tZmlnaHQtaW5mbGF0aW9uLTExNjYyNDc0ODIz?oc=5,9/6/2022 14:33,9/6/2022,Google News,Bill Ackman says stocks will soon be a 'buy' now that the Fed is 'doing what it has to do' to fight inflation - MarketWatch,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8wNi90ZWNoL2luc3RhZ3JhbS1maW5lLXRlZW5zLXByaXZhY3kvaW5kZXguaHRtbNIBT2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjIvMDkvMDYvdGVjaC9pbnN0YWdyYW0tZmluZS10ZWVucy1wcml2YWN5L2luZGV4Lmh0bWw?oc=5,9/6/2022 14:48,9/6/2022,Google News,Instagram fined $400 million for failing to protect children's data - CNN,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vdGVjaG5vbG9neS92b2xrc3dhZ2VuLWFuZC1wb3JzY2hlLXRha2UtYS1odWdlLXJpc2std2l0aC1iaWctYmV00gFeaHR0cHM6Ly93d3cudGhlc3RyZWV0LmNvbS8uYW1wL3RlY2hub2xvZ3kvdm9sa3N3YWdlbi1hbmQtcG9yc2NoZS10YWtlLWEtaHVnZS1yaXNrLXdpdGgtYmlnLWJldA?oc=5,9/6/2022 14:51,9/6/2022,Google News,Volkswagen and Porsche Take a Huge Risk With a Big Bet - TheStreet,positive,1
https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy90cmFkZXJzLXNheS1iaXRjb2luLXByaWNlLWJvdW5jZS1pcy1vdmVyZHVlLWFmdGVyLWEtbWFzc2l2ZS1idGMtbG9uZy1wb3NpdGlvbi1hcHBlYXJz0gF4aHR0cHM6Ly9jb2ludGVsZWdyYXBoLmNvbS9uZXdzL3RyYWRlcnMtc2F5LWJpdGNvaW4tcHJpY2UtYm91bmNlLWlzLW92ZXJkdWUtYWZ0ZXItYS1tYXNzaXZlLWJ0Yy1sb25nLXBvc2l0aW9uLWFwcGVhcnMvYW1w?oc=5,9/6/2022 15:10,9/6/2022,Google News,Traders say Bitcoin price bounce is overdue after a â€˜massiveâ€™ BTC long position appears - Cointelegraph,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9saWZlc3R5bGUvc21va2VkLXNhbG1vbi1yZWNhbGxlZC1vdmVyLWxpc3RlcmlhLWNvbmNlcm5z0gFXaHR0cHM6Ly93d3cuZm94YnVzaW5lc3MuY29tL2xpZmVzdHlsZS9zbW9rZWQtc2FsbW9uLXJlY2FsbGVkLW92ZXItbGlzdGVyaWEtY29uY2VybnMuYW1w?oc=5,9/6/2022 15:30,9/6/2022,Google News,Smoked salmon recalled over listeria concerns - Fox Business,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2Flcm9zcGFjZS1kZWZlbnNlL2x1ZnRoYW5zYS1waWxvdHMtc3RyaWtlLWFnYWluLXRoaXMtd2Vlay11bmlvbi1zYXlzLTIwMjItMDktMDYv0gEA?oc=5,9/6/2022 15:37,9/6/2022,Google News,"Lufthansa, pilots reach wage deal, strike called off - Reuters",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS9vaWwtZGlwcy1zeW1ib2xpYy1vcGVjLW91dHB1dC1jdXQtMjAyMi0wOS0wNi_SAQA?oc=5,9/6/2022 15:47,9/6/2022,Google News,Oil falls as demand fears overtake OPEC-led rally - Reuters,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8wNi9idXNpbmVzcy1mb29kL21jZG9uYWxkcy1jaGVlc2UtZGFuaXNoL2luZGV4Lmh0bWzSAVNodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA5LzA2L2J1c2luZXNzLWZvb2QvbWNkb25hbGRzLWNoZWVzZS1kYW5pc2gvaW5kZXguaHRtbA?oc=5,9/6/2022 15:55,9/6/2022,Google News,McDonald's is adding a new treat for fall - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMipAFodHRwczovL255cG9zdC5jb20vMjAyMi8wOS8wNi9jcm9vay1waXN0b2wtd2hpcHMtbnljLXBvc3RhbC13b3JrZXItc3RlYWxzLTEwMGstZnJvbS1vZmZpY2Utc2FmZS8_dXRtX3NvdXJjZT1mbGlwYm9hcmQmdXRtX21lZGl1bT1zeW5kaWNhdGVkJnV0bV9jYW1wYWlnbj1wYXJ0bmVyZmVlZNIBZGh0dHBzOi8vbnlwb3N0LmNvbS8yMDIyLzA5LzA2L2Nyb29rLXBpc3RvbC13aGlwcy1ueWMtcG9zdGFsLXdvcmtlci1zdGVhbHMtMTAway1mcm9tLW9mZmljZS1zYWZlL2FtcC8?oc=5,9/6/2022 15:56,9/6/2022,Google News,"Crook pistol-whips NYC postal worker, steals $100K from office safe - New York Post",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9ZWFaX2hIemNFNjDSAQA?oc=5,9/6/2022 15:56,9/6/2022,Google News,"Falling gas and housing prices, give us confidence inflation is falling, says Fundstrat's Lee - CNBC Television",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvd2VyZS1idXlpbmctc2hhcmVzLW9mLWEtY29uc3VtZXItYnJhbmQtYW5kLWFuLW91dC1vZi1mYXZvci10ZWNoLW5hbWUuaHRtbNIBAA?oc=5,9/6/2022 16:04,9/6/2022,Google News,We're buying shares of an iconic consumer brand and an out-of-favor tech holding - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOS8wNi8xMTIxMjQ2MDgxL2NyZWRpdC1rYXJtYS1mYWxzZS1mdGMtcHJlYXBwcm92ZWQtY3JlZGl0LWNhcmTSAQA?oc=5,9/6/2022 16:05,9/6/2022,Google News,Credit Karma to pay $3M to users tricked by preapproved credit card offers - NPR,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvdGhlLTEwLWhpZ2hlc3QtcmF0ZWQtam9icy1ieS1nZW4tei13b3JrZXJzLWFjY29yZGluZy10by1nbGFzc2Rvb3IuaHRtbNIBamh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA5LzA2L3RoZS0xMC1oaWdoZXN0LXJhdGVkLWpvYnMtYnktZ2VuLXotd29ya2Vycy1hY2NvcmRpbmctdG8tZ2xhc3Nkb29yLmh0bWw?oc=5,9/6/2022 16:30,9/6/2022,Google News,"The 10 highest-rated jobs by Gen Z workers, according to Glassdoor - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMDYvYnVzaW5lc3MvZWNvbm9teS9iaWRlbi10ZWNoLWNoaXBzLmh0bWzSAQA?oc=5,9/6/2022 16:50,9/6/2022,Google News,Biden Administration Releases Plan for $50 Billion Investment in Chips - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2NmZjE2MGU2LWY0NjItNGNiNi1iY2QwLWNjOWZjODk2YjU2MtIBAA?oc=5,9/6/2022 16:51,9/6/2022,Google News,Japanese yen hits 24-year low against dollar - Financial Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8va290YWt1LmNvbS9hc3Nhc3NpbnMtY3JlZWQtdGVuY2VudC1hY3F1aXNpdGlvbi1mYXItY3J5LWRlbGF5LTE4NDk1MDA3MjbSAVNodHRwczovL2tvdGFrdS5jb20vYXNzYXNzaW5zLWNyZWVkLXRlbmNlbnQtYWNxdWlzaXRpb24tZmFyLWNyeS1kZWxheS0xODQ5NTAwNzI2L2FtcA?oc=5,9/6/2022 17:01,9/6/2022,Google News,Tencent Bets $297 Million On Assassin's Creed Machine - Kotaku,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvY29uc3VtZXJzLXVuZGVyZXN0aW1hdGUtbW9udGhseS1zdWJzY3JpcHRpb24tY29zdHMtYnktYXQtbGVhc3QtMTAwLmh0bWzSAWtodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMi8wOS8wNi9jb25zdW1lcnMtdW5kZXJlc3RpbWF0ZS1tb250aGx5LXN1YnNjcmlwdGlvbi1jb3N0cy1ieS1hdC1sZWFzdC0xMDAuaHRtbA?oc=5,9/6/2022 17:12,9/6/2022,Google News,"It's a slippery slope': Most consumers underestimate monthly subscription costs by at least $100, study says - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vd3d3LnJvbGxpbmdzdG9uZS5jb20vY3VsdHVyZS9jdWx0dXJlLWZlYXR1cmVzL21yYmVhc3QtYnVyZ2VyLWFtZXJpY2FuLWRyZWFtLW1hbGwteW91dHViZS1jb250ZXN0LTEyMzQ1ODcxMjMv0gF4aHR0cHM6Ly93d3cucm9sbGluZ3N0b25lLmNvbS9jdWx0dXJlL2N1bHR1cmUtZmVhdHVyZXMvbXJiZWFzdC1idXJnZXItYW1lcmljYW4tZHJlYW0tbWFsbC15b3V0dWJlLWNvbnRlc3QtMTIzNDU4NzEyMy9hbXAv?oc=5,9/6/2022 17:20,9/6/2022,Google News,MrBeast Brings Chaos and Confusion to New Jerseyâ€™s Most Ridiculous Mall - Rolling Stone,positive,1
https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvb2lsLXJveWFsdHktYW5kLW1pbmVyYWwtY29tcGFuaWVzLXNpdGlvLWFuZC1icmlnaGFtLXRvLW1lcmdlLWluLTQtYmlsbGlvbi10aWUtdXAtMTE2NjI0NjAyMDDSAQA?oc=5,9/6/2022 17:25,9/6/2022,Google News,Oil Royalty and Mineral Companies Sitio and Brigham to Merge in $4 Billion Tie-Up - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOS8wNi8xMTIxMjQxMjU3L21qLWNhcGl0YWwtam9oYW5uYS1nYXJjaWEtcnVpei1wYXZlbC1wb256aS1mbG9yaWRh0gEA?oc=5,9/6/2022 17:25,9/6/2022,Google News,"MJ Capital's Johanna Garcia, Pavel Ruiz charged in $196M Ponzi scheme - NPR",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8wNi9idXNpbmVzcy9iZWQtYmF0aC1hbmQtYmV5b25kLXN0b2NrL2luZGV4Lmh0bWzSAVBodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA5LzA2L2J1c2luZXNzL2JlZC1iYXRoLWFuZC1iZXlvbmQtc3RvY2svaW5kZXguaHRtbA?oc=5,9/6/2022 17:37,9/6/2022,Google News,Bed Bath & Beyond shares are down sharply after CFO jumps to his death - CNN,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8wNi9idXNpbmVzcy9jdnMtc2lnbmlmeS1oZWFsdGgtaGVhbHRoY2FyZS1yZXRhaWwvaW5kZXguaHRtbNIBW2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjIvMDkvMDYvYnVzaW5lc3MvY3ZzLXNpZ25pZnktaGVhbHRoLWhlYWx0aGNhcmUtcmV0YWlsL2luZGV4Lmh0bWw?oc=5,9/6/2022 17:49,9/6/2022,Google News,CVS is making a big bet on house calls - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zdG9jay1tYXJrZXQtbmV3cy1saXZlLXVwZGF0ZXMtc2VwdGVtYmVyLTYtMjAyMi0xMTIyMTYxMTkuaHRtbNIBZWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL3N0b2NrLW1hcmtldC1uZXdzLWxpdmUtdXBkYXRlcy1zZXB0ZW1iZXItNi0yMDIyLTExMjIxNjExOS5odG1s?oc=5,9/6/2022 17:52,9/6/2022,Google News,Stock market news live updates: Stocks extend losses after three-week selloff - Yahoo Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMDYvaGVhbHRoL2p1dWwtc2V0dGxlbWVudC12YXBpbmctY3Jpc2lzLmh0bWzSAQA?oc=5,9/6/2022 17:58,9/6/2022,Google News,Juul Settles Multi-State Youth Vaping Inquiry for $438.5 Million - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9THl0bkdTeUhrSWfSAQA?oc=5,9/6/2022 18:26,9/6/2022,Google News,Housing market slows as mortgage rates hit 6.25% - CNBC Television,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzhiNGFmODkzLTlmYjAtNDk2Yi1hYmE2LTAwMDYxNDRiYWU5MdIBAA?oc=5,9/6/2022 18:26,9/6/2022,Google News,US Treasuries sell off as upbeat data sharpen Fed rate rise fears - Financial Times,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3NjaWVuY2UtaGVhbHRoLWxhd3N1aXRzLWNvbm5lY3RpY3V0LWZjZTNmZTRmOTIwNjZhOTA2OGNmNTA1ZWQxZmI2M2Iw0gEA?oc=5,9/6/2022 18:34,9/6/2022,Google News,Juul to pay nearly $440M to settle states' teen vaping probe - The Associated Press,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9tb25leS9yZXZpZXdlZC8yMDIyLzA5LzA2L2xhYm9yLWRheS0yMDIyLWRlYWxzLXNhbGVzLzc5OTg1NjIwMDEv0gEA?oc=5,9/6/2022 19:38,9/6/2022,Google News,"The 80+ best Labor Day 2022 sales you can still shop at Lowe's, Best Buy, Amazon and more - USA TODAY",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIyLzA5LzA2L255Yy1ob21lLXdoZXJlLWd1c3Rhdm8tYXJuYWwtdG9vay1oaXMtb3duLWxpZmUtdG8tbGlzdC1mb3ItcmVudC_SAQA?oc=5,9/6/2022 19:48,9/6/2022,Google News,Inside NYCâ€™s Jenga apartment where Bed Bath & Beyond CFO Gustavo Arnal lived - New York Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMDYvbG93ZXMtY2hpZWYtbWFya2V0aW5nLW9mZmljZXItbWFyaXNhLXRoYWxiZXJnLWxlYXZlcy1jb21wYW55LWFzLXBhcnQtb2YtcmVvcmdhbml6YXRpb24uaHRtbNIBf2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA5LzA2L2xvd2VzLWNoaWVmLW1hcmtldGluZy1vZmZpY2VyLW1hcmlzYS10aGFsYmVyZy1sZWF2ZXMtY29tcGFueS1hcy1wYXJ0LW9mLXJlb3JnYW5pemF0aW9uLmh0bWw?oc=5,9/6/2022 20:04,9/6/2022,Google News,Lowe's chief marketing officer leaves the company as part of broader shakeup - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvYmVkLWJhdGgtYmV5b25kLW5hbWVzLWxhdXJhLWNyb3NzZW4tYXMtaW50ZXJpbS1jZm8tMTE2NjI0NzE2NDXSAV9odHRwczovL3d3dy53c2ouY29tL2FtcC9hcnRpY2xlcy9iZWQtYmF0aC1iZXlvbmQtbmFtZXMtbGF1cmEtY3Jvc3Nlbi1hcy1pbnRlcmltLWNmby0xMTY2MjQ3MTY0NQ?oc=5,9/6/2022 20:14,9/6/2022,Google News,Bed Bath & Beyond Names Interim CFO After Death of Gustavo Arnal - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNvaW5kZXNrLmNvbS9tYXJrZXRzLzIwMjIvMDkvMDYvYml0Y29pbi1kaXBzLWJlbG93LTE5ay1oaXR0aW5nLWxvd2VzdC1pbi10d28tbW9udGhzL9IBAA?oc=5,9/6/2022 21:49,9/6/2022,Google News,"Bitcoin Dips Below $19K, Hitting Lowest Point in Two Months - CoinDesk",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL3BnZS13YXJucy1jdXN0b21lcnMtdG8tcHJlcGFyZS1mb3Itcm90YXRpbmctcG93ZXItb3V0YWdlcy_SAQA?oc=5,9/6/2022 22:49,9/6/2022,Google News,"Bay Area rolling blackouts possible Tuesday, PG&E warns - KRON4",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vZGVjcnlwdC5jby8xMDkwOTcvZGFuLWhlbGQtcHJvb2Ytb2Ytc3Rha2UtZXRoZXJldW0tbWVyZ2UtcHJlc3N1cmUtYml0Y29pbi1lbmVyZ3ktdXNl0gEA?oc=5,9/6/2022 22:57,9/6/2022,Google News,Bitcoiner Dan Held: Ethereum Merge Will 'Add Pressure to Bitcoin's Energy Consumption' - Decrypt,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vb2lscHJpY2UuY29tL0VuZXJneS9DcnVkZS1PaWwvRnVydGhlci1PUEVDLVByb2R1Y3Rpb24tQ3V0cy1Db3VsZC1CZS1Mb29taW5nLmh0bWzSAQA?oc=5,9/6/2022 23:00,9/6/2022,Google News,Further OPEC Production Cuts Could Be Looming - OilPrice.com,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvc2VwLzA2L2VsaXphYmV0aC1ob2xtZXMtdGhlcmFub3MtbmV3LXRyaWFsLXdpdG5lc3PSAQA?oc=5,9/6/2022 23:00,9/6/2022,Google News,"Elizabeth Holmes requests new trial, claiming key witness regrets testimony - The Guardian",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjIvMDkvMDYvdHJ1bXBzLXNwYWMtd2FsbC1zdHJlZXQtc2VjLTAwMDU1MDA50gEA?oc=5,9/6/2022 23:36,9/6/2022,Google News,Trump's SPAC deal thrown into limbo with extension deadline looming - POLITICO,positive,1
